=== TCP1 - Processing Speed Tracker - Domino Samples ===
Rolling Type	Sample	Parameters#	Regime	LapsedTime
Domino	20	8 + 2 VPlot	05hz	4.164
Domino	20	8 + 2 VPlot	05hz	2.094
Domino	20	8 + 2 VPlot	05hz	1.865
Domino	20	8 + 2 VPlot	05hz	2.327
Domino	20	8 + 2 VPlot	05hz	7.799
Domino	20	8 + 2 VPlot	05hz	12.39
Domino	20	8 + 2 VPlot	05hz	2.55
Domino	20	8 + 2 VPlot	05hz	11.457
Domino	20	8 + 2 VPlot	05hz	5.026
Domino	20	8 + 2 VPlot	05hz	1.746
Domino	20	8 + 2 VPlot	05hz	1.548
Domino	20	8 + 2 VPlot	05hz	4.363
Domino	20	8 + 2 VPlot	05hz	7.362
Domino	20	8 + 2 VPlot	05hz	2.719
Domino	20	8 + 2 VPlot	05hz	3.363
Domino	20	8 + 2 VPlot	05hz	2.256
Domino	20	8 + 2 VPlot	05hz	3.302
Domino	20	8 + 2 VPlot	05hz	2.031
Domino	20	8 + 2 VPlot	05hz	2.302
Domino	20	8 + 2 VPlot	05hz	7.092
Domino	20	8 + 2 VPlot	05hz	0.98
Domino	20	8 + 2 VPlot	05hz	2.28
Domino	20	8 + 2 VPlot	05hz	1.624
Domino	20	8 + 2 VPlot	05hz	1.093
Domino	20	8 + 2 VPlot	05hz	2.64
Domino	20	8 + 2 VPlot	05hz	1.17
Domino	20	8 + 2 VPlot	05hz	3.561
Domino	20	8 + 2 VPlot	05hz	2.669
Domino	20	8 + 2 VPlot	05hz	5.601
Domino	20	8 + 2 VPlot	05hz	14.474
Domino	20	8 + 2 VPlot	05hz	0.806
Domino	20	8 + 2 VPlot	05hz	1.032
Domino	20	8 + 2 VPlot	05hz	6.366
Domino	20	8 + 2 VPlot	05hz	3.646
Domino	20	8 + 2 VPlot	05hz	10.791
Domino	20	8 + 2 VPlot	05hz	4.301
Domino	20	8 + 2 VPlot	05hz	8.641
Domino	20	8 + 2 VPlot	05hz	2.623
Domino	20	8 + 2 VPlot	05hz	1.041
Domino	20	8 + 2 VPlot	05hz	1.288
Domino	20	8 + 2 VPlot	05hz	0.963
Domino	20	8 + 2 VPlot	05hz	1.012
Domino	20	8 + 2 VPlot	05hz	0.757
Domino	20	8 + 2 VPlot	05hz	0.833
Domino	20	8 + 2 VPlot	05hz	0.92
Domino	20	8 + 2 VPlot	05hz	0.793
Domino	20	8 + 2 VPlot	05hz	2.18
Domino	20	8 + 2 VPlot	05hz	2.917
Domino	20	8 + 2 VPlot	05hz	1.036
Domino	20	8 + 2 VPlot	05hz	1.358
Domino	20	8 + 2 VPlot	05hz	1.958
Domino	20	8 + 2 VPlot	05hz	1.747
Domino	20	8 + 2 VPlot	05hz	1.154
Domino	20	8 + 2 VPlot	05hz	2.396
Domino	20	8 + 2 VPlot	05hz	4.658
Domino	20	8 + 2 VPlot	05hz	5.512
Domino	20	8 + 2 VPlot	05hz	0.943
Domino	20	8 + 2 VPlot	05hz	0.811
Domino	20	8 + 2 VPlot	05hz	0.741
Domino	20	8 + 2 VPlot	05hz	3.729
Domino	20	8 + 2 VPlot	05hz	2.004
Domino	20	8 + 2 VPlot	05hz	1.337
Domino	20	8 + 2 VPlot	05hz	5.31
Domino	20	8 + 2 VPlot	05hz	10.561
Domino	20	8 + 2 VPlot	05hz	4.041
Domino	20	8 + 2 VPlot	05hz	6.581
Domino	20	8 + 2 VPlot	05hz	8.021
Domino	20	8 + 2 VPlot	05hz	3.816
Domino	20	8 + 2 VPlot	05hz	0.813
Domino	20	8 + 2 VPlot	05hz	1.187
Domino	20	8 + 2 VPlot	05hz	0.797
Domino	20	8 + 2 VPlot	05hz	0.899
Domino	20	8 + 2 VPlot	05hz	0.778
Domino	20	8 + 2 VPlot	05hz	0.83
Domino	20	8 + 2 VPlot	05hz	0.656
Domino	20	8 + 2 VPlot	05hz	0.97
Domino	20	8 + 2 VPlot	05hz	2.815
Domino	20	8 + 2 VPlot	05hz	2.176
Domino	20	8 + 2 VPlot	05hz	2.139
Domino	20	8 + 2 VPlot	05hz	3.216
Domino	20	8 + 2 VPlot	05hz	2.958
Domino	20	8 + 2 VPlot	05hz	6.841
Domino	20	8 + 2 VPlot	05hz	2.526
Domino	20	8 + 2 VPlot	05hz	3.25
Domino	20	8 + 2 VPlot	05hz	6.608
Domino	20	8 + 2 VPlot	05hz	2.235
Domino	20	8 + 2 VPlot	05hz	1.969
Domino	20	8 + 2 VPlot	05hz	1.833
Domino	20	8 + 2 VPlot	05hz	4.115
Domino	20	8 + 2 VPlot	05hz	1.306
Domino	20	8 + 2 VPlot	05hz	1.772
Domino	20	8 + 2 VPlot	05hz	2.013
Domino	20	8 + 2 VPlot	05hz	4.651
Domino	20	8 + 2 VPlot	05hz	1.531
Domino	20	8 + 2 VPlot	05hz	1.322
Domino	20	8 + 2 VPlot	05hz	1.313
Domino	20	8 + 2 VPlot	05hz	3.736
Domino	20	8 + 2 VPlot	05hz	2.294
Domino	20	8 + 2 VPlot	05hz	1.753
Domino	20	8 + 2 VPlot	05hz	1.069
Domino	20	8 + 2 VPlot	05hz	1.186
Domino	20	8 + 2 VPlot	05hz	7.593
Domino	20	8 + 2 VPlot	05hz	1.651
Domino	20	8 + 2 VPlot	05hz	2.057
Domino	20	8 + 2 VPlot	05hz	1.665
Domino	20	8 + 2 VPlot	05hz	3.806
Domino	20	8 + 2 VPlot	05hz	1.686
Domino	20	8 + 2 VPlot	05hz	1.552
Domino	20	8 + 2 VPlot	05hz	1.191
Domino	20	8 + 2 VPlot	05hz	2.376
Domino	20	8 + 2 VPlot	05hz	2.032
Domino	20	8 + 2 VPlot	05hz	1.501
Domino	20	8 + 2 VPlot	05hz	1.547
Domino	20	8 + 2 VPlot	05hz	1.272
Domino	20	8 + 2 VPlot	05hz	4.932
Domino	20	8 + 2 VPlot	05hz	3.313
Domino	20	8 + 2 VPlot	05hz	4.539
Domino	20	8 + 2 VPlot	05hz	8.816
Domino	20	8 + 2 VPlot	05hz	1.727
Domino	20	8 + 2 VPlot	05hz	6.437
Domino	20	8 + 2 VPlot	05hz	3.418
Domino	20	8 + 2 VPlot	05hz	1.337
Domino	20	8 + 2 VPlot	05hz	4.408
Domino	20	8 + 2 VPlot	05hz	5.158
Domino	20	8 + 2 VPlot	05hz	4.879
Domino	20	8 + 2 VPlot	05hz	1.785
Domino	20	8 + 2 VPlot	05hz	2.88
Domino	20	8 + 2 VPlot	05hz	1.045
Domino	20	8 + 2 VPlot	05hz	0.909
Domino	20	8 + 2 VPlot	05hz	10.462
Domino	20	8 + 2 VPlot	05hz	5.545
Domino	20	8 + 2 VPlot	05hz	3.699
Domino	20	8 + 2 VPlot	05hz	1.814
Domino	20	8 + 2 VPlot	05hz	0.892
Domino	20	8 + 2 VPlot	05hz	0.699
Domino	20	8 + 2 VPlot	05hz	1.213
Domino	20	8 + 2 VPlot	05hz	0.527
Domino	20	8 + 2 VPlot	05hz	0.315
Domino	20	8 + 2 VPlot	05hz	0.352
Domino	20	8 + 2 VPlot	05hz	0.251
Domino	20	8 + 2 VPlot	05hz	0.396
Domino	20	8 + 2 VPlot	05hz	0.313
Domino	20	8 + 2 VPlot	05hz	0.329
Domino	20	8 + 2 VPlot	05hz	0.352
Domino	20	8 + 2 VPlot	05hz	0.448
Domino	20	8 + 2 VPlot	05hz	0.382
Domino	20	8 + 2 VPlot	05hz	1.501
Domino	20	8 + 2 VPlot	05hz	1.603
Domino	20	8 + 2 VPlot	05hz	8.307
Domino	20	8 + 2 VPlot	05hz	1.147
Domino	20	8 + 2 VPlot	05hz	1.075
Domino	20	8 + 2 VPlot	05hz	1.322
Domino	20	8 + 2 VPlot	05hz	0.895
Domino	20	8 + 2 VPlot	05hz	1.308
Domino	20	8 + 2 VPlot	05hz	1.965
Domino	20	8 + 2 VPlot	05hz	1.953
Domino	20	8 + 2 VPlot	05hz	1.296
Domino	20	8 + 2 VPlot	05hz	1.702
Domino	20	8 + 2 VPlot	05hz	1.449
Domino	20	8 + 2 VPlot	05hz	2.13
Domino	20	8 + 2 VPlot	05hz	1.127
Domino	20	8 + 2 VPlot	05hz	2.142
Domino	20	8 + 2 VPlot	05hz	3.801
Domino	20	8 + 2 VPlot	05hz	1.413
Domino	20	8 + 2 VPlot	05hz	2.148
Domino	20	8 + 2 VPlot	05hz	3.673
Domino	20	8 + 2 VPlot	05hz	1.623
Domino	20	8 + 2 VPlot	05hz	1.599
Domino	20	8 + 2 VPlot	05hz	1.126
Domino	20	8 + 2 VPlot	05hz	1.448
Domino	20	8 + 2 VPlot	05hz	2.303
Domino	20	8 + 2 VPlot	05hz	1.903
Domino	20	8 + 2 VPlot	05hz	3.054
Domino	20	8 + 2 VPlot	05hz	1.304
Domino	20	8 + 2 VPlot	05hz	0.592
Domino	20	8 + 2 VPlot	05hz	0.95
Domino	20	8 + 2 VPlot	05hz	0.963
Domino	20	8 + 2 VPlot	05hz	1.092
Domino	20	8 + 2 VPlot	05hz	1.042
Domino	20	8 + 2 VPlot	05hz	1.169
Domino	20	8 + 2 VPlot	05hz	0.788
Domino	20	8 + 2 VPlot	05hz	1.007
Domino	20	8 + 2 VPlot	05hz	1.024
Domino	20	8 + 2 VPlot	05hz	1.18
Domino	20	8 + 2 VPlot	05hz	3.111
Domino	20	8 + 2 VPlot	05hz	0.759
Domino	20	8 + 2 VPlot	05hz	0.997
Domino	20	8 + 2 VPlot	05hz	1.419
Domino	20	8 + 2 VPlot	05hz	1.515
Domino	20	8 + 2 VPlot	05hz	4.696
Domino	20	8 + 2 VPlot	05hz	1.47
Domino	20	8 + 2 VPlot	05hz	1.129
Domino	20	8 + 2 VPlot	05hz	1.693
Domino	20	8 + 2 VPlot	05hz	1.214
Domino	20	8 + 2 VPlot	05hz	2.169
Domino	20	8 + 2 VPlot	05hz	3.717
Domino	20	8 + 2 VPlot	05hz	9.182
Domino	20	8 + 2 VPlot	05hz	3.025
Domino	20	8 + 2 VPlot	05hz	7.326
Domino	20	8 + 2 VPlot	05hz	3.801
Domino	20	8 + 2 VPlot	05hz	7.498
Domino	20	8 + 2 VPlot	05hz	5.525
Domino	20	8 + 2 VPlot	05hz	4.578
Domino	20	8 + 2 VPlot	05hz	7.104
Domino	20	8 + 2 VPlot	05hz	5.959
Domino	20	8 + 2 VPlot	05hz	10.205
Domino	20	8 + 2 VPlot	05hz	2.073
Domino	20	8 + 2 VPlot	05hz	1.673
Domino	20	8 + 2 VPlot	05hz	2.514
Domino	20	8 + 2 VPlot	05hz	2.147
Domino	20	8 + 2 VPlot	05hz	2.161
Domino	20	8 + 2 VPlot	05hz	3.103
Domino	20	8 + 2 VPlot	05hz	2.536
Domino	20	8 + 2 VPlot	05hz	5.723
Domino	20	8 + 2 VPlot	05hz	0.959
Domino	20	8 + 2 VPlot	05hz	1.126
Domino	20	8 + 2 VPlot	05hz	3.592
Domino	20	8 + 2 VPlot	05hz	3.249
Domino	20	8 + 2 VPlot	05hz	2.828
Domino	20	8 + 2 VPlot	05hz	2.4
Domino	20	8 + 2 VPlot	05hz	2.562
Domino	20	8 + 2 VPlot	05hz	1.492
Domino	20	8 + 2 VPlot	05hz	1.425
Domino	20	8 + 2 VPlot	05hz	1.435
Domino	20	8 + 2 VPlot	05hz	3.087
Domino	20	8 + 2 VPlot	05hz	3.354
Domino	20	8 + 2 VPlot	05hz	1.323
Domino	20	8 + 2 VPlot	05hz	1.079
Domino	20	8 + 2 VPlot	05hz	1.21
Domino	20	8 + 2 VPlot	05hz	1.108
Domino	20	8 + 2 VPlot	05hz	0.829
Domino	20	8 + 2 VPlot	05hz	1.08
Domino	20	8 + 2 VPlot	05hz	1.034
Domino	20	8 + 2 VPlot	05hz	4.104
Domino	20	8 + 2 VPlot	05hz	3.818
Domino	20	8 + 2 VPlot	05hz	1.484
Domino	20	8 + 2 VPlot	05hz	2.462
Domino	20	8 + 2 VPlot	05hz	2.53
Domino	20	8 + 2 VPlot	05hz	2.035
Domino	20	8 + 2 VPlot	05hz	2.577
Domino	20	8 + 2 VPlot	05hz	3.464
Domino	20	8 + 2 VPlot	05hz	1.981
Domino	20	8 + 2 VPlot	05hz	2.416
Domino	20	8 + 2 VPlot	05hz	2.148
Domino	20	8 + 2 VPlot	05hz	6.379
Domino	20	8 + 2 VPlot	05hz	2.498
Domino	20	8 + 2 VPlot	05hz	1.898
Domino	20	8 + 2 VPlot	05hz	5.207
Domino	20	8 + 2 VPlot	05hz	2.826
Domino	20	8 + 2 VPlot	05hz	1.935
Domino	20	8 + 2 VPlot	05hz	2.463
Domino	20	8 + 2 VPlot	05hz	5.847
Domino	20	8 + 2 VPlot	05hz	2.829
Domino	20	8 + 2 VPlot	05hz	2.151
Domino	20	8 + 2 VPlot	05hz	2.325
Domino	20	8 + 2 VPlot	05hz	4.526
Domino	20	8 + 2 VPlot	05hz	1.917
Domino	20	8 + 2 VPlot	05hz	2.548
Domino	20	8 + 2 VPlot	05hz	2.67
Domino	20	8 + 2 VPlot	05hz	2.822
Domino	20	8 + 2 VPlot	05hz	2.101
Domino	20	8 + 2 VPlot	05hz	2.911
Domino	20	8 + 2 VPlot	05hz	1.361
Domino	20	8 + 2 VPlot	05hz	4.567
Domino	20	8 + 2 VPlot	05hz	2.396
Domino	20	8 + 2 VPlot	05hz	3.101
Domino	20	8 + 2 VPlot	05hz	6.645
Domino	20	8 + 2 VPlot	05hz	2.363
Domino	20	8 + 2 VPlot	05hz	2.924
Domino	20	8 + 2 VPlot	05hz	4.341
Domino	20	8 + 2 VPlot	05hz	1.267
Domino	20	8 + 2 VPlot	05hz	1.54
Domino	20	8 + 2 VPlot	05hz	1.353
Domino	20	8 + 2 VPlot	05hz	11.783
Domino	20	8 + 2 VPlot	05hz	1.361
Domino	20	8 + 2 VPlot	05hz	5.42
Domino	20	8 + 2 VPlot	05hz	2.378
Domino	20	8 + 2 VPlot	05hz	1.599
Domino	20	8 + 2 VPlot	05hz	1.736
Domino	20	8 + 2 VPlot	05hz	1.757
Domino	20	8 + 2 VPlot	05hz	11.696
Domino	20	8 + 2 VPlot	05hz	1.619
Domino	20	8 + 2 VPlot	05hz	1.713
Domino	20	8 + 2 VPlot	05hz	0.578
Domino	20	8 + 2 VPlot	05hz	0.75
Domino	20	8 + 2 VPlot	05hz	0.831
Domino	20	8 + 2 VPlot	05hz	0.694
Domino	20	8 + 2 VPlot	05hz	0.674
Domino	20	8 + 2 VPlot	05hz	0.652
Domino	20	8 + 2 VPlot	05hz	0.715
Domino	20	8 + 2 VPlot	05hz	0.775
Domino	20	8 + 2 VPlot	05hz	0.791
Domino	20	8 + 2 VPlot	05hz	0.728
Domino	20	8 + 2 VPlot	05hz	0.687
Domino	20	8 + 2 VPlot	05hz	0.646
Domino	20	8 + 2 VPlot	05hz	0.683
Domino	20	8 + 2 VPlot	05hz	0.713
Domino	20	8 + 2 VPlot	05hz	0.738
Domino	20	8 + 2 VPlot	05hz	0.91
Domino	20	8 + 2 VPlot	05hz	1.532
Domino	20	8 + 2 VPlot	05hz	1.656
Domino	20	8 + 2 VPlot	05hz	11.609
Domino	20	8 + 2 VPlot	05hz	1.91
Domino	20	8 + 2 VPlot	05hz	11.842
Domino	20	8 + 2 VPlot	05hz	1.706
Domino	20	8 + 2 VPlot	05hz	9.781
Domino	20	8 + 2 VPlot	05hz	1.47
Domino	20	8 + 2 VPlot	05hz	1.29
Domino	20	8 + 2 VPlot	05hz	11.072
Domino	20	8 + 2 VPlot	05hz	1.465
Domino	20	8 + 2 VPlot	05hz	1.823
Domino	20	8 + 2 VPlot	05hz	6.236
Domino	20	8 + 2 VPlot	05hz	0.854
Domino	20	8 + 2 VPlot	05hz	0.843
Domino	20	8 + 2 VPlot	05hz	0.714
Domino	20	8 + 2 VPlot	05hz	0.778
Domino	20	8 + 2 VPlot	05hz	0.6
Domino	20	8 + 2 VPlot	05hz	0.618
Domino	20	8 + 2 VPlot	05hz	0.728
Domino	20	8 + 2 VPlot	05hz	1.791
Domino	20	8 + 2 VPlot	05hz	2.586
Domino	20	8 + 2 VPlot	05hz	9.84
Domino	20	8 + 2 VPlot	05hz	1.481
Domino	20	8 + 2 VPlot	05hz	1.349
Domino	20	8 + 2 VPlot	05hz	1.366
Domino	20	8 + 2 VPlot	05hz	1.354
Domino	20	8 + 2 VPlot	05hz	1.965
Domino	20	8 + 2 VPlot	05hz	1.516
Domino	20	8 + 2 VPlot	05hz	11.996
Domino	20	8 + 2 VPlot	05hz	1.792
Domino	20	8 + 2 VPlot	05hz	12.056
Domino	20	8 + 2 VPlot	05hz	2.059
Domino	20	8 + 2 VPlot	05hz	12.459
Domino	20	8 + 2 VPlot	05hz	2.207
Domino	20	8 + 2 VPlot	05hz	7.432
Domino	20	8 + 2 VPlot	05hz	1.471
Domino	20	8 + 2 VPlot	05hz	2.496
Domino	20	10 + 2 VPlots	05hz	2.755
Domino	20	10 + 2 VPlots	05hz	1.953
Domino	20	10 + 2 VPlots	05hz	0.718
Domino	20	10 + 2 VPlots	05hz	0.564
Domino	20	10 + 2 VPlots	05hz	0.665
Domino	20	10 + 2 VPlots	05hz	0.884
Domino	20	10 + 2 VPlots	05hz	2.46
Domino	20	10 + 2 VPlots	05hz	3.219
Domino	20	10 + 2 VPlots	05hz	1.814
Domino	20	10 + 2 VPlots	05hz	2.276
Domino	20	10 + 2 VPlots	05hz	1.26
Domino	20	10 + 2 VPlots	05hz	1.486
Domino	20	10 + 2 VPlots	05hz	1.49
Domino	20	10 + 2 VPlots	05hz	1.624
Domino	20	10 + 2 VPlots	05hz	1.977
Domino	20	10 + 2 VPlots	05hz	1.332
Domino	20	10 + 2 VPlots	05hz	1.365
Domino	20	10 + 2 VPlots	05hz	4.162
Domino	20	10 + 2 VPlots	05hz	1.329
Domino	20	10 + 2 VPlots	05hz	2.725
Domino	20	10 + 2 VPlots	05hz	1.019
Domino	20	10 + 2 VPlots	05hz	1.179
Domino	20	10 + 2 VPlots	05hz	1.58
Domino	20	10 + 2 VPlots	05hz	1.977
Domino	20	10 + 2 VPlots	05hz	1.173
Domino	20	10 + 2 VPlots	05hz	0.974
Domino	20	10 + 2 VPlots	05hz	1.665
Domino	20	10 + 2 VPlots	05hz	1.474
Domino	20	10 + 2 VPlots	05hz	6.769
Domino	20	10 + 2 VPlots	05hz	2.673
Domino	20	10 + 2 VPlots	05hz	4.185
Domino	20	10 + 2 VPlots	05hz	6.614
Domino	20	10 + 2 VPlots	05hz	2.601
Domino	20	10 + 2 VPlots	05hz	2.979
Domino	20	10 + 2 VPlots	05hz	11.721
Domino	20	10 + 2 VPlots	05hz	10.164
Domino	20	10 + 2 VPlots	05hz	5.693
Domino	20	10 + 2 VPlots	05hz	0.937
Domino	20	10 + 2 VPlots	05hz	1.069
Domino	20	10 + 2 VPlots	05hz	1.98
Domino	20	10 + 2 VPlots	05hz	1.197
Domino	20	10 + 2 VPlots	05hz	4.466
Domino	20	10 + 2 VPlots	05hz	9.539
Domino	20	10 + 2 VPlots	05hz	9.305
Domino	20	10 + 2 VPlots	05hz	9.024
Domino	20	10 + 2 VPlots	05hz	3.679
Domino	20	10 + 2 VPlots	05hz	9.055
Domino	20	10 + 2 VPlots	05hz	4.091
Domino	20	10 + 2 VPlots	05hz	16.418
Domino	20	10 + 2 VPlots	05hz	23.892
Domino	20	10 + 2 VPlots	05hz	24.231
Domino	20	10 + 2 VPlots	05hz	8.406
Domino	20	10 + 2 VPlots	05hz	13.859
Domino	20	10 + 2 VPlots	05hz	0.783
Domino	20	10 + 2 VPlots	05hz	0.616
Domino	20	10 + 2 VPlots	05hz	0.82
Domino	20	10 + 2 VPlots	05hz	0.788
Domino	20	10 + 2 VPlots	05hz	1.089
Domino	20	10 + 2 VPlots	05hz	4.053
Domino	20	10 + 2 VPlots	05hz	3.89
Domino	20	10 + 2 VPlots	05hz	3.056
Domino	20	10 + 2 VPlots	05hz	7.421
Domino	20	10 + 2 VPlots	05hz	2.932
Domino	20	10 + 2 VPlots	05hz	3.385
Domino	20	10 + 2 VPlots	05hz	6.19
Domino	20	10 + 2 VPlots	05hz	3.302
Domino	20	10 + 2 VPlots	05hz	5.942
Domino	20	10 + 2 VPlots	05hz	3.329
Domino	20	10 + 2 VPlots	05hz	4.348
Domino	20	10 + 2 VPlots	05hz	5.771
Domino	20	10 + 2 VPlots	05hz	2.557
Domino	20	10 + 2 VPlots	05hz	10.519
Domino	20	10 + 2 VPlots	05hz	2.818
Domino	20	10 + 2 VPlots	05hz	9.006
Domino	20	10 + 2 VPlots	05hz	6.955
Domino	20	10 + 2 VPlots	05hz	2.997
Domino	20	10 + 2 VPlots	05hz	1.377
Domino	20	10 + 2 VPlots	05hz	1.154
Domino	20	10 + 2 VPlots	05hz	4.582
Domino	20	10 + 2 VPlots	05hz	2.699
Domino	20	10 + 2 VPlots	05hz	15.34
Domino	20	10 + 2 VPlots	05hz	11.841
Domino	20	10 + 2 VPlots	05hz	0.988
Domino	20	10 + 2 VPlots	05hz	0.876
Domino	20	10 + 2 VPlots	05hz	1.265
Domino	20	10 + 2 VPlots	05hz	2.033
Domino	20	10 + 2 VPlots	05hz	1.913
Domino	20	10 + 2 VPlots	05hz	2.261
Domino	20	10 + 2 VPlots	05hz	5.984
Domino	20	10 + 2 VPlots	05hz	6.494
Domino	20	10 + 2 VPlots	05hz	7.868
Domino	20	10 + 2 VPlots	05hz	4.304
Domino	20	10 + 2 VPlots	05hz	47.085
Domino	20	10 + 2 VPlots	05hz	5.301
Domino	20	10 + 2 VPlots	05hz	1.836
Domino	20	10 + 2 VPlots	05hz	1.6
Domino	20	10 + 2 VPlots	05hz	1.461
Domino	20	10 + 2 VPlots	05hz	1.631
Domino	20	10 + 2 VPlots	05hz	2.01
Domino	20	10 + 2 VPlots	05hz	4.224
Domino	20	10 + 2 VPlots	05hz	2.543
Domino	20	10 + 2 VPlots	05hz	1.746
Domino	20	10 + 2 VPlots	05hz	1.598
Domino	20	10 + 2 VPlots	05hz	2.363
Domino	20	10 + 2 VPlots	05hz	1.871
Domino	20	10 + 2 VPlots	05hz	1.962
Domino	20	10 + 2 VPlots	05hz	4.531
Domino	20	10 + 2 VPlots	05hz	2.783
Domino	20	10 + 2 VPlots	05hz	1.995
Domino	20	10 + 2 VPlots	05hz	1.732
Domino	20	10 + 2 VPlots	05hz	1.412
Domino	20	10 + 2 VPlots	05hz	1.955
Domino	20	10 + 2 VPlots	05hz	5.046
Domino	20	10 + 2 VPlots	05hz	2.448
Domino	20	10 + 2 VPlots	05hz	2.135
Domino	20	10 + 2 VPlots	05hz	1.409
Domino	20	10 + 2 VPlots	05hz	2.384
Domino	20	10 + 2 VPlots	05hz	0.741
Domino	20	10 + 2 VPlots	05hz	0.607
Domino	20	10 + 2 VPlots	05hz	0.695
Domino	20	10 + 2 VPlots	05hz	0.763
Domino	20	10 + 2 VPlots	05hz	9.935
Domino	20	10 + 2 VPlots	05hz	1.81
Domino	20	10 + 2 VPlots	05hz	4.891
Domino	20	10 + 2 VPlots	05hz	2.918
Domino	20	10 + 2 VPlots	05hz	2.126
Domino	20	10 + 2 VPlots	05hz	1.226
Domino	20	10 + 2 VPlots	05hz	5.011
Domino	20	10 + 2 VPlots	05hz	2.409
Domino	20	10 + 2 VPlots	05hz	1.778
Domino	20	10 + 2 VPlots	05hz	1.596
Domino	20	10 + 2 VPlots	05hz	2.263
Domino	20	10 + 2 VPlots	05hz	2.29
Domino	20	10 + 2 VPlots	05hz	1.523
Domino	20	10 + 2 VPlots	05hz	1.158
Domino	20	10 + 2 VPlots	05hz	1.772
Domino	20	10 + 2 VPlots	05hz	5.082
Domino	20	10 + 2 VPlots	05hz	2.512
Domino	20	10 + 2 VPlots	05hz	0.862
Domino	20	10 + 2 VPlots	05hz	2.491
Domino	20	10 + 2 VPlots	05hz	1.507
Domino	20	10 + 2 VPlots	05hz	1.686
Domino	20	10 + 2 VPlots	05hz	2.506
Domino	20	10 + 2 VPlots	05hz	2.147
Domino	20	10 + 2 VPlots	05hz	2.881
Domino	20	10 + 2 VPlots	05hz	2.263
Domino	20	10 + 2 VPlots	05hz	3.735
Domino	20	10 + 2 VPlots	05hz	9.398
Domino	20	10 + 2 VPlots	05hz	3.157
Domino	20	10 + 2 VPlots	05hz	5.358
Domino	20	10 + 2 VPlots	05hz	0.641
Domino	20	10 + 2 VPlots	05hz	1.426
Domino	20	10 + 2 VPlots	05hz	11.867
Domino	20	10 + 2 VPlots	05hz	2.1
Domino	20	10 + 2 VPlots	05hz	3.291
Domino	20	10 + 2 VPlots	05hz	8.215
Domino	20	10 + 2 VPlots	05hz	2.46
Domino	20	10 + 2 VPlots	05hz	1.561
Domino	20	10 + 2 VPlots	05hz	4.993
Domino	20	10 + 2 VPlots	05hz	2.923
Domino	20	10 + 2 VPlots	05hz	2.602
Domino	20	10 + 2 VPlots	05hz	2.941
Domino	20	10 + 2 VPlots	05hz	1.404
Domino	20	10 + 2 VPlots	05hz	6.754
Domino	20	10 + 2 VPlots	05hz	3.955
Domino	20	10 + 2 VPlots	05hz	1.437
Domino	20	10 + 2 VPlots	05hz	4.968
Domino	20	10 + 2 VPlots	05hz	1.598
Domino	20	10 + 2 VPlots	05hz	2.426
Domino	20	10 + 2 VPlots	05hz	3.885
Domino	20	10 + 2 VPlots	05hz	23.333
Domino	20	10 + 2 VPlots	05hz	1.635
Domino	20	10 + 2 VPlots	05hz	2.573
Domino	20	10 + 2 VPlots	05hz	2.214
Domino	20	10 + 2 VPlots	05hz	1.916
Domino	20	10 + 2 VPlots	05hz	0.804
Domino	20	10 + 2 VPlots	05hz	1.032
Domino	20	10 + 2 VPlots	05hz	2.103
Domino	20	10 + 2 VPlots	05hz	2.527
Domino	20	10 + 2 VPlots	05hz	2.225
Domino	20	10 + 2 VPlots	05hz	1.976
Domino	20	10 + 2 VPlots	05hz	1.189
Domino	20	10 + 2 VPlots	05hz	1.142
Domino	20	10 + 2 VPlots	05hz	1.463
Domino	20	10 + 2 VPlots	05hz	2.883
Domino	20	10 + 2 VPlots	05hz	1.413
Domino	20	10 + 2 VPlots	05hz	0.788
Domino	20	10 + 2 VPlots	05hz	1.505
Domino	20	10 + 2 VPlots	05hz	2.313
Domino	20	10 + 2 VPlots	05hz	1.288
Domino	20	10 + 2 VPlots	05hz	1.566
Domino	20	10 + 2 VPlots	05hz	2.318
Domino	20	10 + 2 VPlots	05hz	2.521
Domino	20	10 + 2 VPlots	05hz	3.052
Domino	20	10 + 2 VPlots	05hz	4.824
Domino	20	10 + 2 VPlots	05hz	6.72
Domino	20	10 + 2 VPlots	05hz	3.045
Domino	20	10 + 2 VPlots	05hz	3.19
Domino	20	10 + 2 VPlots	05hz	6.99
Domino	20	10 + 2 VPlots	05hz	3.247
Domino	20	10 + 2 VPlots	05hz	5.136
Domino	20	10 + 2 VPlots	05hz	5.339
Domino	20	10 + 2 VPlots	05hz	2.61
Domino	20	10 + 2 VPlots	05hz	2.375
Domino	20	10 + 2 VPlots	05hz	6.675
Domino	20	10 + 2 VPlots	05hz	3.596
Domino	20	10 + 2 VPlots	05hz	1.96
Domino	20	10 + 2 VPlots	05hz	3.777
Domino	20	10 + 2 VPlots	05hz	13.561
Domino	20	10 + 2 VPlots	05hz	3.951
Domino	20	10 + 2 VPlots	05hz	4.582
Domino	20	10 + 2 VPlots	05hz	5.158
Domino	20	10 + 2 VPlots	05hz	3.056
Domino	20	10 + 2 VPlots	05hz	5.796
Domino	20	10 + 2 VPlots	05hz	2.822
Domino	20	10 + 2 VPlots	05hz	3.727
Domino	20	10 + 2 VPlots	05hz	6.168
Domino	20	10 + 2 VPlots	05hz	5.583
Domino	20	10 + 2 VPlots	05hz	5.799
Domino	20	10 + 2 VPlots	05hz	3.51
