================================= TCP01 - Realtime Index Tracker =============================
Time		Layer#	T1Row	T2Row	T3Row	T4Row	T5Row	T6Row	T7Row	T8Row	EstPos
----------------------------------------------------------------------------------------------
13:06.10	[1]	66	66	66	66	66	66	66	66	N
13:06.12	[1]	67	67	67	67	67	67	67	67	N
13:06.14	[1]	68	68	68	68	68	68	68	68	N
13:06.16	[1]	69	69	69	69	69	69	69	69	N
13:06.18	[1]	70	70	70	70	70	70	70	70	N
13:06.21	[1]	71	71	71	71	71	71	71	71	N
13:51.17	[1]	73	73	73	73	73	73	73	73	N
13:51.18	[1]	74	74	74	74	74	74	74	74	N
13:51.19	[1]	75	75	75	75	75	75	75	75	N
13:51.20	[1]	76	76	76	76	76	76	76	76	N
13:51.21	[1]	77	77	77	77	77	77	77	77	N
13:51.22	[1]	78	78	78	78	78	78	78	78	N
13:51.23	[1]	79	79	79	79	79	79	79	79	N
13:51.24	[1]	80	80	80	80	80	80	80	80	N
13:51.26	[1]	81	81	81	81	81	81	81	81	N
13:51.28	[1]	82	82	82	82	82	82	82	82	N
13:51.31	[1]	83	83	83	83	83	83	83	83	N
13:51.38	[1]	84	84	84	84	84	84	84	84	N
13:51.42	[1]	85	85	85	85	85	85	85	85	N
13:51.50	[1]	86	86	86	86	86	86	86	86	N
13:51.55	[1]	87	87	87	87	87	87	87	87	N
13:51.58	[1]	88	88	88	88	88	88	88	88	N
13:52.02	[1]	89	89	89	89	89	89	89	89	N
13:52.05	[1]	90	90	90	90	90	90	90	90	N
13:52.09	[1]	91	91	91	91	91	91	91	91	N
13:52.15	[1]	92	92	92	92	92	92	92	92	N
13:52.19	[1]	93	93	93	93	93	93	93	93	N
13:52.23	[1]	94	94	94	94	94	94	94	94	N
13:52.31	[1]	95	95	95	95	95	95	95	95	N
13:52.35	[1]	96	96	96	96	96	96	96	96	N
13:52.39	[1]	97	97	97	97	97	97	97	97	N
13:52.42	[1]	98	98	98	98	98	98	98	98	N
13:52.49	[1]	99	99	99	99	99	99	99	99	N
13:52.52	[1]	100	100	100	100	100	100	100	100	N
13:52.55	[1]	101	101	101	101	101	101	101	101	N
13:52.58	[1]	102	102	102	102	102	102	102	102	N
13:53.12	[1]	103	103	103	103	103	103	103	103	N
13:53.22	[1]	104	104	104	104	104	104	104	104	N
14:10.36	1	106	106	106	106	106	106	106	106	N
14:10.40	1	107	107	107	107	107	107	107	107	N
14:10.43	1	108	108	108	108	108	108	108	108	N
14:10.46	1	109	109	109	109	109	109	109	109	N
14:10.49	1	110	110	110	110	110	110	110	110	N
14:10.53	1	111	111	111	111	111	111	111	111	N
14:11.00	1	112	112	112	112	112	112	112	112	N
14:11.04	1	113	113	113	113	113	113	113	113	N
14:11.08	1	114	114	114	114	114	114	114	114	N
14:11.10	1	115	115	115	115	115	115	115	115	N
14:11.17	1	116	116	116	116	116	116	116	116	N
14:11.20	1	117	117	117	117	117	117	117	117	N
14:11.24	1	118	118	118	118	118	118	118	118	N
14:11.26	1	119	119	119	119	119	119	119	119	N
14:11.29	1	120	120	120	120	120	120	120	120	N
14:11.37	1	121	121	121	121	121	121	121	121	N
14:11.40	1	122	122	122	122	122	122	122	122	N
14:11.44	1	123	123	123	123	123	123	123	123	N
14:11.47	1	124	124	124	124	124	124	124	124	N
14:12.02	1	125	125	125	125	125	125	125	125	N
14:12.12	1	126	126	126	126	126	126	126	126	N
14:12.18	1	127	127	127	127	127	127	127	127	N
14:12.35	1	128	128	128	128	128	128	128	128	N
14:12.51	1	129	129	129	129	129	129	129	129	N
14:13.10	1	130	130	130	130	130	130	130	130	N
14:13.22	1	131	131	131	131	131	131	131	131	N
14:13.32	1	132	132	132	132	132	132	132	132	N
14:16.50	1	134	134	134	134	134	134	134	134	N
14:16.53	1	135	135	135	135	135	135	135	135	N
14:16.56	1	136	136	136	136	136	136	136	136	N
14:16.59	1	137	137	137	137	137	137	137	137	N
14:17.01	1	138	138	138	138	138	138	138	138	N
14:17.05	1	139	139	139	139	139	139	139	139	N
14:17.09	1	140	140	140	140	140	140	140	140	N
14:17.12	1	141	141	141	141	141	141	141	141	N
14:17.15	1	142	142	142	142	142	142	142	142	N
14:17.17	1	143	143	143	143	143	143	143	143	N
14:17.21	1	144	144	144	144	144	144	144	144	N
14:17.24	1	145	145	145	145	145	145	145	145	N
14:17.28	1	146	146	146	146	146	146	146	146	N
14:17.31	1	147	147	147	147	147	147	147	147	N
14:17.33	1	148	148	148	148	148	148	148	148	N
14:17.41	1	149	149	149	149	149	149	149	149	N
14:17.44	1	150	150	150	150	150	150	150	150	N
14:17.47	1	151	151	151	151	151	151	151	151	N
14:17.50	1	152	152	152	152	152	152	152	152	N
14:17.54	1	153	153	153	153	153	153	153	153	N
14:18.00	1	154	154	154	154	154	154	154	154	N
14:18.04	1	155	155	155	155	155	155	155	155	N
14:18.12	1	156	156	156	156	156	156	156	156	N
14:18.15	1	157	157	157	157	157	157	157	157	N
14:18.19	1	158	158	158	158	158	158	158	158	N
14:18.22	1	159	159	159	159	159	159	159	159	N
14:18.27	1	160	160	160	160	160	160	160	160	N
14:18.31	1	161	161	161	161	161	161	161	161	N
14:18.35	1	162	162	162	162	162	162	162	162	N
14:18.38	1	163	163	163	163	163	163	163	163	N
14:18.49	1	164	164	164	164	164	164	164	164	N
14:18.54	1	165	165	165	165	165	165	165	165	N
14:18.58	1	166	166	166	166	166	166	166	166	N
14:19.03	1	167	167	167	167	167	167	167	167	N
14:19.06	1	168	168	168	168	168	168	168	168	N
14:19.09	1	169	169	169	169	169	169	169	169	N
14:19.14	1	170	170	170	170	170	170	170	170	N
14:19.18	1	171	171	171	171	171	171	171	171	N
14:19.25	1	172	172	172	172	172	172	172	172	N
14:19.31	1	173	173	173	173	173	173	173	173	N
14:42.39	1	175	175	175	175	175	175	175	175	N
14:42.42	1	176	176	176	176	176	176	176	176	N
14:42.46	1	177	177	177	177	177	177	177	177	N
14:42.49	1	178	178	178	178	178	178	178	178	N
14:42.58	1	179	179	179	179	179	179	179	179	N
14:43.02	1	180	180	180	180	180	180	180	180	N
14:43.05	1	181	181	181	181	181	181	181	181	N
14:43.07	1	182	182	182	182	182	182	182	182	N
14:43.14	1	183	183	183	183	183	183	183	183	N
14:43.16	1	184	184	184	184	184	184	184	184	N
14:43.20	1	185	185	185	185	185	185	185	185	N
14:43.27	1	186	186	186	186	186	186	186	186	N
14:43.31	1	187	187	187	187	187	187	187	187	N
14:43.35	1	188	188	188	188	188	188	188	188	N
14:43.44	1	189	189	189	189	189	189	189	189	N
14:43.48	1	190	190	190	190	190	190	190	190	N
14:43.53	1	191	191	191	191	191	191	191	191	N
14:51.29	1	193	193	193	193	193	193	193	193	N
14:51.32	1	194	194	194	194	194	194	194	194	N
14:51.34	1	195	195	195	195	195	195	195	195	N
14:51.37	1	196	196	196	196	196	196	196	196	N
14:51.40	1	197	197	197	197	197	197	197	197	N
14:51.43	1	198	198	198	198	198	198	198	198	N
14:51.47	1	199	199	199	199	199	199	199	199	N
14:51.50	1	200	200	200	200	200	200	200	200	N
14:51.57	1	201	201	201	201	201	201	201	201	N
14:51.59	1	202	202	202	202	202	202	202	202	N
14:52.02	1	203	203	203	203	203	203	203	203	N
14:52.06	1	204	204	204	204	204	204	204	204	N
14:52.13	1	205	205	205	205	205	205	205	205	N
14:52.17	1	206	206	206	206	206	206	206	206	N
14:52.21	1	207	207	207	207	207	207	207	207	N
14:52.24	1	208	208	208	208	208	208	208	208	N
14:52.30	1	209	209	209	209	209	209	209	209	N
14:52.34	1	210	210	210	210	210	210	210	210	N
14:55.27	1	212	212	212	212	212	212	212	212	N
14:55.30	1	213	213	213	213	213	213	213	213	N
14:55.32	1	214	214	214	214	214	214	214	214	N
14:55.34	1	215	215	215	215	215	215	215	215	N
14:55.39	1	216	216	216	216	216	216	216	216	N
14:55.42	1	217	217	217	217	217	217	217	217	N
14:55.46	1	218	218	218	218	218	218	218	218	N
14:55.49	1	219	219	219	219	219	219	219	219	N
14:55.54	1	220	220	220	220	220	220	220	220	N
14:55.57	1	221	221	221	221	221	221	221	221	N
14:56.00	1	222	222	222	222	222	222	222	222	N
14:56.04	1	223	223	223	223	223	223	223	223	N
14:56.07	1	224	224	224	224	224	224	224	224	N
14:56.13	1	225	225	225	225	225	225	225	225	N
14:56.16	1	226	226	226	226	226	226	226	226	N
14:56.20	1	227	227	227	227	227	227	227	227	N
14:56.23	1	228	228	228	228	228	228	228	228	N
14:56.30	1	229	229	229	229	229	229	229	229	N
14:56.34	1	230	230	230	230	230	230	230	230	N
14:56.40	1	231	231	231	231	231	231	231	231	N
14:56.44	1	232	232	232	232	232	232	232	232	N
14:56.46	1	233	233	233	233	233	233	233	233	N
14:56.48	1	234	234	234	234	234	234	234	234	N
14:56.51	1	235	235	235	235	235	235	235	235	N
14:56.56	1	236	236	236	236	236	236	236	236	N
14:57.02	1	237	237	237	237	237	237	237	237	N
14:57.04	1	238	238	238	238	238	238	238	238	N
14:57.07	1	239	239	239	239	239	239	239	239	N
14:57.14	1	240	240	240	240	240	240	240	240	N
14:57.17	1	241	241	241	241	241	241	241	241	N
14:57.21	1	242	242	242	242	242	242	242	242	N
14:57.24	1	243	243	243	243	243	243	243	243	N
14:57.26	1	244	244	244	244	244	244	244	244	N
14:57.30	1	245	245	245	245	245	245	245	245	N
14:57.44	1	246	246	246	246	246	246	246	246	N
14:57.48	1	247	247	247	247	247	247	247	247	N
14:57.54	1	248	248	248	248	248	248	248	248	N
15:03.33	1	250	250	250	250	250	250	250	250	N
15:03.42	1	251	251	251	251	251	251	251	251	N
15:03.47	1	252	252	252	252	252	252	252	252	N
15:03.51	1	253	253	253	253	253	253	253	253	N
15:04.00	1	254	254	254	254	254	254	254	254	N
15:04.03	1	255	255	255	255	255	255	255	255	N
15:04.08	1	256	256	256	256	256	256	256	256	N
15:04.15	1	257	257	257	257	257	257	257	257	N
15:04.19	1	258	258	258	258	258	258	258	258	N
15:04.25	1	259	259	259	259	259	259	259	259	N
15:04.29	1	260	260	260	260	260	260	260	260	N
15:04.43	1	261	261	261	261	261	261	261	261	N
15:04.49	1	262	262	262	262	262	262	262	262	N
15:05.00	1	263	263	263	263	263	263	263	263	N
15:05.07	1	264	264	264	264	264	264	264	264	N
15:53.49	1	266	266	266	266	266	266	266	266	N
15:53.51	1	267	267	267	267	267	267	267	267	N
15:53.52	1	268	268	268	268	268	268	268	268	N
15:53.53	1	269	269	269	269	269	269	269	269	N
15:53.54	1	270	270	270	270	270	270	270	270	N
15:53.55	1	271	271	271	271	271	271	271	271	N
15:53.56	1	272	272	272	272	272	272	272	272	N
15:53.59	1	273	273	273	273	273	273	273	273	N
